materialnummer;bezeichnung
12241;ALT!!!6-kant Graphitstift HB f.Werbeakt.
12250;Ronde Ag925 D38,85 33,8g BP
12251;Eins.für Doserl für DM13,92 (zu 11791)
12252;GPA/Pick-Med. Au999,9 D45
12257;Coil Ag927 145x2,5 gefräst
12258;Coil Ag927 145x0,5 gefräst
12259;IMM/Staatsvertr. Figl Ag999 D40 20g
12260;"Postversandkarton ""Öster.a.Hoher See"""
12261;"Postversandkarton ""Jugendstil"""
12262;Ronde AG900 D29,00 12,0g ROH
12264;Ronde AG925 D39,80 33,63g ROH
12265;Ronde AG925 D39,80 33,63g ROH PP
12268;"Holzkassette ""Buchenholz"""
12277;Ronde Au900/Ag50 D22,0  8,64g GST KP
12281;Prägeringhalter GMP-360 TK
12282;Haltering GMP-360 TK
12283;Ronde Au999,9 D15,75 3,11g GST KP
12284;Ronde Au999,9 D18,85 3,49g KP
12289;IMM/Staatsv. Stephansdom  Ag999 D40 20g
12290;IMM/Staatsv. Schilling  Ag999 D40 20g
12292;Holzetui D40 für 4-fach Dukaten
12293;Holzetui f. 1 Oz Wr. Philharmoniker
12294;Holzetui f. 1/2 Oz Wr. Philharmoniker
12295;Holzetui f. 1/4 Oz Wr. Philharmoniker
12296;Holzetui f. 1/10 Oz Wr.Philharmoniker
12307;Transferetikett für CLP 8301
12308;ALT!! Carbonband schwarz, BNr.C-CLP-220
12309;ALT!!!Brief und Zahlschein  mit Logo
12310;ALT!!!Brief u.2Seite v. Brief m.Zahlsch.
12311;Ronde Ag999 D64,36 155,52g GST
12312;Raiffeisen Ware Austria Br. D40
12313;Raiffeisen Ware Austria Ag925 D40
12314;Raiffeisen Ware Austria Ag925 verg.D40
12315;Dreieckband grün m. 2weißen Streif.+Nad.
12316;Ricoh Toner Type 2220D schw. f. Afficio
12317;Raiffeisen Ware Austria/Ansteckn. Silber
12318;Silberrohr Nr. 3 Ag935 rund  3/0,5/2mm
12320;Kartonzuschnitte 305x150 für 07957
12324;Ronde Ag925 D36,85 24g KP
12325;Ronde Ag500 D28,85 12,7g
12326;Laos/From Athen to Beijing  Ag925 D38,61
12327;Prägering 2 € Deutschland
12328;Buch: Handbuch Münzensammeln
12329;Ronde Ag925 D37,0  24,0g ROH
12330;Ronde Ag925 D39,00 34,0g BP ROH
12331;ALT!!! Tintenpatrone Canon BCI-6Y - Yel.
12332;ALT!!! Tintenpatrone Canon BCI-6M-MAG.
12333;ALT!!! Tintenpatrone Canon BCI-6C - ZYAN
12334;ALT!!! Tintenpatrone Canon BCI-3eBK SW
12335;Hammerschlagstempel AV+RV 3D
12336;Coil Ag800 120x15mm -1 gefr.(5 €)
12337;Ronde Ag925 D31,9 14,14g PF
12339;Ronde Ag925 D38,44 28,28g SLG
12340;Ronde Ag925 31,78x22,2  f. BP
12341;Ronde Ag925 43,08x28,88 f. KP
12342;Ronde Au900/Ag60 D20,95 8,01g KP
12343;Ronde Au900/Ag60 D26,96 15,51g KP
12344;Ronde Ag925 D38,44  28,28g PF
12345;Ronde Ag925 D31,92  14,14g SLG
12348;Ronde Ag925 39,75x27,78 f. BP
12349;Ronde Ag925 43,08x28,88 f. BP
12350;Hammerschlagstempel 3D 1 Stück
12358;Ronde Au585/Ag415 25,6 g MUSTERZUKAUF
12359;Ronde Au999,9 37,0 g MUSTERZUKAUF
12368;Marine/Weltumsegelung  Ag999 pat. D40
12375;Rücklaufmaterial  1 u. 2 € deformiert
12377;Stauchbacken-Garnitur TRONRUD roh
12378;ALT!! Archivklappkart.geheft.370x260x180
12379;ALT!! Archivklappkart.geheft.420*280*170
12380;ALT!! Archivklappkart.geheft.450*280*150
12381;Coil Ag833,3  45x10mm -2 gefräst
12382;Ronde Au585/Ag415 D19,9 3,5g KP
12391;ALT!!! Toner für Fax 1600E, T130242
12393;Wendeschneidplatten SDHW 0903AESN CWC10
12394;PERYCUT Bildschirmreiniger, Art. 233/0,2
12395;ALT!!!Rundbürste/auf Öse/kalib./0,10 BZ
12396;ALT!!!Rundbürste/auf Öse/kalib./0,08 NS
12397;Ronde Ag999 D37,90  31,1g  GEW
12398;Ronde Ag999 D37,9 31,1g GST GGL GEW
12401;Nadel Ag935 55mm 0,5g rauh geriff. ger.
12402;Geschirrtücher 50x70cm
12408;Blech Au900Ag50Cu50 50x4mm
12409;AKH/Ortopädie Ansteckn. Ag900
12412;Mehrgewicht S/I Ronde Au999,9 15,55g PF
12423;IMM/T/Eurozeitalter-Euro Ag999 D50
12424;Führungsstück GRÄBENER 360 TK 74.513.525
12426;Ronde Ag999 D39,85 20,0g SLG
12427;Ronde Ag925 D38,1 31,47g SLG
12428;IMM/Staatsv. 10 Jahre  EU  Ag999 D40 20g
12430;IMM/Ö/Großglockner  Ag999 D40 20g
12431;IMM/Staatsv. Winterolymp.  Ag999 D40 20g
12432;IMM/Staatsv. Souveränität  Ag999 D40 20g
12433;IMM/Staatsv. Fernsehen  Ag999 D40 20g
12434;IMM/Staatsv. Salzb. Fest.  Ag999 D40 20g
12435;IMM/Staatsv. Bundesheer  Ag999 D40 20g
12436;Ronde Ag999 D39,85 20,0g GEW
12437;Ronde Ag925 D38,1 31,47g GEW
12440;ALT!!!Ink Unit  - 1l Ersatzbeutel Cyan
12441;ALT!!Ink Unit  - 1l Ersatzbeutel Magenta
12442;ALT!!!Ink Unit  - 1l Ersatzbeutel Black
12443;ALT!!!Ink Unit  - 1l Ersatzbeutel Yellow
12444;ALT!!Ink Unit - 1l Ersatzbeut.Light Cyan
12445;ALT!!!Ink Unit-1l Ersatzbeut.Light Mag.
12446;Rücklauf Au900/Ag50/Cu50
12448;Ronde Ag925 D38,25 28,28g SLG
12450;ALT!!!Ronde 5 EuroCent roh (unbeschi.)
12451;Ronde AG925 D38,60 28,28 g ROH
12453;Ronde Au986 D39,85 45,0g GST GGL
12454;Ronde Ag925 D35,85 27,0g SLG
12455;Ronde Ag925 D35,85 27g GEW
12456;Hart-PVC-Folie 100 µm  für D37mm 20er
12457;Stahlband 16x0,50mm blank f. A333
12459;Taufmedaille Au585/260 D40,50
12460;Ronde Au999,9 D13,65 1,55 g PF
12461;Ronde Au999,9 D13,65 1,24 g PF
12462;Ronde Ag925 D36,00 27,0g ROH
12464;Ronde 1 €-CENT NP  (Rückhaltemuster)
12465;Ronde 2 €-CENT NP (Rückhaltemuster)
12466;Ronde 5 €-CENT NP (Rückhaltemuster)
12467;Ronde 10 €-CENT NP (Rückhaltemuster)
12468;Ronde 20 €-CENT NP (Rückhaltemuster)
12469;Ronde  50 €-CENT NP (Rückhaltemuster)
12470;Ronde 1 €-NP  (Rückhaltemuster)
12471;Ronde  2 €-NP  (Rückhaltemuster)
12472;ALT!!!Rohstoff Unedel
12473;Stabilisator CA Grotan Forte, Art.433250
12476;Entschäumer Antifoam S114
12477;Kleinmünzensatz EURO HGH 2006
12478;Kleinmünzensatz EURO PP 2006
12479;Kühlmittel Hysol MB 50
12480;Ronde Au986 D39,80 14g Ducat Qualität
12482;Zain Ag925 80x10x1000 mm gefräst
12486;"Zertifikat  ""KMS PP"" 2006"
12487;Fiji/10$/Sir W.Raleigh Ag925 D38,61
12488;Prägeteller GKMP-180 VAK 2578-14 Nr.235
12489;Haltering GKMP-180 VAK 2578-14 Nr.237
12490;Set Master Tools R. M. Red.,Mat.,W-Punch
12491;Wr.Männerges.Ver./Schubert Br.pat.
12492;Ronde Ag900 GST GGL PP 200Tsch.KR
12493;Ronde Ag500 D31,90 15g PF
12494;Ronde AG500 D32,18 15g ROH
12495;Etui D50 Eidechspapier blau
12496;ÖGA Prof.Bischko Med.  Ag999 D50 72g pa
12497;Q Gard 1, Cat.Nr. QGARDOOR1
12500;ALT!! Mini-Etiketten ZWECKF.4730 17,8x10
12501;Ronde Au999,9 D84,0 1.000g GEB
12503;Ronde Au999,9 D83,0  1.000g
12505;Kollegblock A4, kariert
12506;Zain Au585/Ag415 80x10x800
12507;Wr.Männerges.Ver./Schubert Ag900 D65
12509;Ronde Ag800 D42,80 28,0g GEW
12512;Schriftbandkas.9mm, schwarz/weiss
12513;Schriftbandkas.24mm/schwarz-weiss
12514;Bleche Ag999 144x20x800 ungefr.
12515;Spannmutter unten 1 Cent PS/S 74.513.723
12516;Spannmutter oben 1 Cent PS/S 74.514.108
12517;Münzschieber  1 Unze GRÄBENER 360 D
12518;Münzschieber 1/2 Unze GRÄBENER 360 D
12519;Münzschieber 1/4 Unze GRÄBENER 360 D
12520;Münzschieber 1/10 Unze
12521;Coil Ag500 135x15mm -1 gefräst
12522;"Zertifikat 100EUR ""Wienflussportal"""
12523;"Schuber Chromolux ""Wienflussportal"
12524;"Zertifikat 50EUR ""W. A. Mozart"""
12525;"Schuber Chromolux  ""W.A. Mozart"""
12527;Schuber Chromolux  25Eur 2006
12528;Zertifikat 20EUR Öster.Handelsmari.
12529;"Schuber Chromo ""Ö-Handelsmarine"""
12530;"Zertifikat 20 EUR ""SMS Virib.Unitis"
12533;"Zertifikat 10EUR ""Abtei Nonnberg"""
12534;"Schuber Telta ""Abtei Nonnberg"""
12535;"Folder 10EURO ""Stift Göttweig"""
12536;"Zertifikat 10EUR ""Stift Göttweig"""
12537;"Schuber Telta  ""Stift Göttweig"""
12538;"Folder 5EUR ""EU-Präsidentschaft"""
12539;"Folder 5 EUR HGH ""Mozart"""
12540;"Münzdisplay 5 EUR f. 30+1ST""Mozart"
12541;"Folder 5EU ""Mozart i.Wien"" Aktion06"
12542;"Folder 5EU""Mozart i.Sbg"" Aktion06"
12544;"Folder 5EU ""850 J. Mariazell""MOTIV2"
12545;1 EURO CENT  NP 2006
12546;2 EURO CENT  NP 2006
12547;5 EURO CENT  NP 2006
12548;10 EURO CENT  NP 2006
12549;20 EURO CENT  NP 2006
12550;50 EURO CENT  NP 2006
12551;1 EURO  NP 2006
12552;2 EURO  NP 2006
12553;Pufferlösung PH 4,00,  Art. WTWA109110
12555;Wendeschneidplatten WCHX05T102 EN-BFM
12556;Wendeschneidplatten WCHX070304 EN-BFM
12557;Wendeschneidplatten WCHX070308 EN-BFM
12558;Seidenpapier 297x420mm H´frei
12560;Golddraht Au750/150, D=1,5mm weich
12561;ALT!!!Stülpkarton(K13)315x250x155/50/KLM
12563;Ronde Au999,9 D12,5 1,0g Inlay
12567;Ronde Ag500 D35,65 21g GEW
12568;Ronde Ag925 D29,65 14,0g
12569;Ronde Ag925 D39,60 27,3g PF
12575;100 EUR Wienflussportal Au proof 06
12576;50 EUR W. A. Mozart Au proof 06
12577;25 EUR Europ. Satellitennavi. AG/Niob 06
12578;20 EUR Österr. Handelsmarine  Ag PP 06
12579;20 EUR S.M.S. Viribus Unitis Ag PP 06
12580;10 EUR  Abtei Nonnberg Ag NP 06
12581;10 EUR  Abtei Nonnberg  Ag HGH 06
12582;10 EUR  Abtei Nonnberg  Ag PP 06
12583;10 EUR  Stift Göttweig  Ag NP 06
12584;10 EUR  Stift Göttweig Ag HGH 06
12585;10 EUR  Stift Göttweig  Ag PP 06
12586;5 EUR  EU-Präsidentschaft Ag NP 06
12587;5 EUR  Mozart auf Tray Ag HGH 06
12588;5 EUR EU-Präsidentschaft  Ag HGH 06
12589;5 EUR  Mozart  Ag NP 06
12590;"5 EUR  Mozart  ""AKTION"" Ag NP 06"
12591;5 EUR  Mozart  Ag HGH 06
12599;Luftpolsterfolie, Typ FL 75cm/100lfm
12608;Werkzeug Freimaurermedaille
12626;"25 EUR ""NIOB 2006"" Ag Hgh EINGEDOSERLT"
12643;5 EUR NP Silbermünzen DIVERSE
12644;Ronde 10EU Ag925 D32  17,3g PP GST GGL
12645;Rohling Gr.2/160 D40,8 K340 zylind.
12646;Pille 25 € Bimetall NIOB goldfarben
12649;ALT!!!Schriftbandkas.24mm/farblos-rot
12650;Klammern GKMP 360 PS/S VM20.034.06.01
12651;GM, Ur- u.Prägewerkzeug Kristian
12653;Etui D75 blau
12655;Werkzeug KHM Med.
12656;WBH 1 SCHMETZ Härten Anlassen
12657;WBH 2 SCHMETZ Härten Anlassen Sekundär
12658;WBH 3 SOLO Härten
12659;WBH 4 LEYBOLD Anlassen
12660;WBH 5 MESSER Tiefkühlen
12661;Ronde Ag925 D32,50 18,75g GST BP PF
12662;Ronde Ag925 D32,50 18,75g GST KP PF
12668;Ronde Au900/Ag60/Cu D21,15 8,01g ROH
12669;Komponentenkleber UHU plus endfest 33g
12670;Ronde Ag925 D32,76 18,75g ROH
12671;Ronde Ag925 D32,80 18,75g ROH
12672;Medaille Loge Donau D50 Br. vergoldet
12673;ALT!!!Standard Tonerpatrone(Schwarz)M15i
12674;ALT!!!Bildtrommel für M15i
12675;Medaille Loge Humanitas D51 Br.
12676;Ronde Ag925 D39,80 27,3g f.BP ROH
12681;Rohling Gr.1/156 D40,8 K340 zylind.
12682;Ronde Ag999 D39,65 20g GST KP
12684;Ronde Ag500 D36,15 21g ROH
12686;Orion Silver Bar Ag999 121,5x60x2-153g
12687;IMM/G/Andreas Hofer  Ag999 D40 20g
12688;IMM/G/Anton Bruckner  AG999 D40 20g
12689;IMM/G/Prinz Eug. v.Savoyen Ag999 D40 20g
12690;IMM/G/Grillparzer  Ag999 D40 20g
12691;IMM/G/Gregor Mendel  Ag999 D40 20g
12692;IMM/G/Gustav Mahler  AG999 D40 20g
12693;IMM/G/Hugo v.Hofmannsthal  Ag999 D40 20g
12694;IMM/G/Hermann Gmeiner  Ag999 D40 20g
12695;IMM/G/Kaiser Franz I  AG999 D40 20g
12696;IMM/G/Kaiserin Elisabeth  Ag999 D40 20g
12697;IMM/G/Sigmund Freud  A999 D40 20g
12698;IMM/G/J.W.v.Radetzky  Ag999 D40 20g
12699;Coil Au900/Ag 60/Cu 60x10-2
12701;Blister KMS EURO /ab 2005
12702;Backing Sheet KLMS EURO /ab 2005
12704;Werkzeug Orion MMC/Gold-u.Silber-Bar.
12715;Ronde Ag999 D26,95 14g nichtGST GEW PF
12718;Ronde Ag500 D38,44 20G PF
12721;Versuchsmaterial Zain Ag500
12722;Wappen Salzburg f. Ring eins. Au585/260
12723;Reinigungsmittel GFM
12724;Ronde Au986,1 D19,80 3,49g KP
12725;Weihnachtsengel mit Geige  2006
12726;Kalendermedaille 2007 Ag900 D40
12730;Glückjeton 2007 Bronze D21,5
12733;ALT!!!  Rücklauf Silber 925,0  - TVK
12736;Werkzeug f.Fernsehpreis D100 Br.verg.
12738;Ronde Au986,1 D20,05 3,49g ROH
12742;Taschenfilter 287x892x360, 3 ET, G4
12743;Taschenfilter 287x592x360, 6 ET, M6
12744;IMM/Staatsv. SOS-Kind.Df.  Ag999 D40 20g
12745;IMM/Staatsv. Ära Kreisky  Ag999 D40 20g
12746;IMM/Staatsv. Made in Aust. Ag999 D40 20g
12747;IMM/Staatsv. Wiederaufbau  Ag999 D40 20g
12748;IMM/Staatsv. Nobelp. 1973  Ag999 D40 20g
12750;Div. Werkzeuge IMM
12751;IMM-Werkz. Ser. Fußball
12752;IMM-Werkz. Ser. Staatsv.
12755;Fernsehpreis d. Erwachsenenb. D=100 mm
12761;ALT!! Etikett auf Rolle 75x50 mm, weiß,
12762;Banderolierband FSW13530750 Folie seidig
12763;ALT!! HP Printhead Nr. 11-schwarz C4810A
12764;ALT!! HP Printhead Nr. 11- cyan C4811A
12765;ALT!! HP Printhead Nr. 11 magenta C4812A
12766;ALT!! HP Printhead Nr. 11-yellow C4813A
12767;ALT!!!HP InkCartridge11,10schw.HPC4844A
12768;ALT!! HP Ink Cartridge  11 cyan HPC4836G
12769;ALT!! HP Ink Cartridge magenta HPC4837G
12770;ALT!!HP Ink Cartridge 11 yellow HPC4838G
12773;Bürgergarde Haslach II, D32 Br.verg.
12774;Bürgergarde Haslach II, D32 Br.versilb.
12775;Bürgergarde Haslach II, D32 Br.pat.
12776;Ronde Ag999 D37,90 31,1g ROH
12777;Ronde Ag999 D37,90 31,1g ROH
12780;Coil Ag900 77x4,2mm vorgestr. gegl
12782;Filtermatte Synthetik 2x40m
12783;Hans Groll-Plakette  Br. pat. 48x65mm
12784;Plastiksackerl 75x90mm, Art.117.075
12785;IMM/G/Leopold Figl NEU- Ag999 D40 20g
12786;IMM/G/Adalbert Stifter  Ag999 D40 20g
12787;IMM/G/Angelika Kaufmann  Ag999 D40 20g
12788;IMM/G/Bertha v. Suttner  Ag999 D40 20g
12789;IMM/G/Egon Schiele  Ag999 D40 20g
12790;IMM/G/Fischer v. Erlach  Ag999 D40 20g
12791;IMM/G/Franz Lehar  Ag999 D40 20g
12792;IMM/G/Franz Schubert Ag999 D40 20g
12793;IMM/G/Graf v. Kaunitz  Ag999 D40 20g
12794;IMM/G/Gustav Klimt  Ag999 D40 20g
12795;IMM/G/Herbert  v. Karajan  Ag999 D40 20g
12796;IMM/G/Johann Strauß  Ag999 D40 20g
12797;IMM/G/Joh. Nepomuk Nestroy  Ag999 D40 20
12798;IMM/G/Joseph Haydn   Ag999 D40 20g
12799;IMM/G/Kais. Franz Joseph I  Ag999 D40 20
12800;IMM/G/Konrad Lorenz  Ag999 D40 20g
12801;IMM/G/Maria Theresia  Ag999 D40 20g
12802;IMM/G/Marianne Hainisch  Ag999 D40 20g
12803;IMM/G/Fürst Metternich Ag999 D40 20g
12804;IMM/G/Moritz v. Schwind  Ag999 D40 20g
12805;IMM/G/Nikolaus Lenau  Ag999 D40 20g
12806;IMM/G/Otto Wagner Ag999 D40 20g
12807;IMM/G/Stefan Zweig  Ag999 D40 20g
12808;IMM/G/Wolfgang A. Mozart  Ag999 D40 20g
12809;Citrazinsäure zur Synthese
12811;Dreieckband blau-gelb-rot  m.Nadel 40mm
12812;ALT!! Carbonband schwarz, BNr.C-CLP-110
12814;ALT!! Rohr rundMS63 D3mm f.ScharniereMuS
12815;Coil Ag500 77x2,8mm vorgestr.2xgegl
12817;Bleche Au900/Cu ÖGUSSA
12818;Ronde Au900/Cu D42,85 38g PP GST KP
12824;GM, Ur- u.Prägewerkzeug Libanon
12825;Rohling Gr.1/156 D33,8 K455 zylind.
12826;Doserl D31,7 - OT + UT                 B
12827;Rohling Gr.2/160 D40 K455 zylind.
12828;Rohling Gr.3/146 D51,8 K455 zylind.
12829;Rohling Gr.3/151 D51 K455 zylind.
12832;Etui f. Doserl DA41,65 Kunstleder d.blau
12833;Ronde Ag900 D36,65 22,2g GST KP
12834;ALT!!!Bleche Au920/Ag40/40  ARGOR
12835;ALT!!!Notizblock A4, Offset 80g, 50 Bl.
12837;Rücklauf Au920/Ag40/Cu40
12838;Ronde Au920/Ag40/Cu 17g
12839;Swarovski Medaille   Ag900  D70 pat.
12840;Swarovski Medaille   Ag900 D70 verg.
12849;Greifer 1 Cent GMP360TK
12850;Druckstück unten f. 35,5mm GKMP360
12851;Druckstück unten f. 31,0mm GKMP360
12852;Druckstück oben GKMP360
12853;Druckstück unten f. 35,5mm GKMP180
12854;Coil Ag925 120x2,5mm,  vorgewalzt
12856;Bleche MS90 10x90x1000mm weich
12858;Bleche Bronze  MS90
12861;Bleche MS90 5x90x1000mm weich
12866;Ronde Ag900 D21,30 5g ROH
12867;UAE 25J.First Gulf B. 1DH CuNi D24 6,4g
12880;Bleche CU
12881;Ronde Au585/Ag415, D13,88 3,0g vergoldet
12882;2Paar Prägewerkzeug LibanonMed.groß
12883;Ring Ag925  D30,77   Di16,95  8,53g
12884;Ronde Au916,7/Ag D16,85 6,34g
12885;Werkzeugkosten für Ukraine 12883 / 12884
12886;DIEHL Stiftung Au986 18,3g D35
12887;DIEHL Stiftung Platin Pt 999 20,5g D35
12899;Ronde CuNi25 D21,70 4,8g
12927;"PVC Klebebänder 20/99 ""nicht stapelbar"""
12928;Prägestempel D40 2D/Gräb.
12932;Bank of Latvia/1 Lats  2005 CuNi
12935;Werkzeug für Latvia 1Lats CuNi
12938;50 Sen circulation coins - conversion
12939;Ronde Au900 D21,9  9,4g PF
12940;Ronde Au900 D27,9 18,81g PF
12941;Rohling Gr.2/146 D40,8 K455 zylind.
12943;Ronde Ag500 D32 6g ROH
12945;Prägewerkzeug Nußdorfer 10er
12948;Stahl  K460  6x50 mm ground flats
12952;UAE/Shaik Zayed, Cu/Ni D28,5 11,31g
12953;ALT!!!Werkzeug Weihn.Anhänger
12954;UAE/GM und Reduktionen
12957;Ronde Au916,6/Ag40/Cu40 D24,55 20g KP PF
12958;Ronde Au916,6/Ag40/Cu40 D24,80 20g ROH
12959;"ALT!!!Filterkerzen 6"" 1µm PP001-06"
12960;ALT!!!Toner f. OKI C5510MFP schwarz
12961;Ronde Au916,6/Ag40/Cu40 D39,60 40g KP PF
12962;Ronde Au916,6/Ag40/Cu40 D39,85 40g ROH
12971;UAE/2 ST GM Shaikh Zayed+Moschee
12972;UAE/2ST Urwerkzg.für Au916/40/40 DM25mm
12973;UAE/Prägestempel für Au DM25mm 20g
12974;UAE/2ST Urwerkzg.für Au DM40mm
12975;UAE/Prägestempel für Au DM40mm 40g
12976;UAE/2ST Urwerkzg.für Ag925 DM40mm
12977;UAE/Prägestempel für Ag DM40mm 40g
12978;UAE/2ST Urwerkzg.für Cu/Ni DM28,5mm
12979;UAE/Prägestempel für CuNi DM28,50
12980;Coil Au986,1 70x3,2 vorgestr.1xgegl
12981;Coil Au999,9 60x3,2mm vorgestr.1xgegl
12984;Polieraufnahmen 40 Stk. für BULA
12993;Ronde Au900 D25,10 17,28g ROH
12994;Ronde Ag925  D50,29  67,25g ROH
12995;Ronde Ag925 D49,63  67,25g  BP
12996;Ronde 5 Euro HGH 9-eck Ag800 ROH Schuler
12997;ALT!!!Toner f. OKI C5510MFP
12998;ALT!!!Toner f. OKI C5510MFP cyan
12999;ALT!!! Toner f. OKI C5510MFP magenta
13000;ALT!!! Toner f. OKI C5510MFP yellow
13002;Urwerkzeuge für 10 Cent neue Int.Seite
13003;Coil Ag925 100x2,65mm  justiert
13004;Coil Ag832,5 70x1,89mm justiert
13007;Coil Ag500 135x4,2mm vorgest.1xgegl
13011;Panzerkarton UT + OT mit Ring
13018;ICP Standard Zink Zn 1000mg/l
13020;ICP Standard Phosphor P 1000mg/l
13021;ICP Standard Yttrium Y 1000mg/l
13022;ICP Standard Wolfram  W 1000mg/l
13023;ALT!! Farbbänder Best.Nr.933106145
13024;ALT!!! Thermopapier für P1010
13025;Reflektorlp. 45° 230V-30W/E14 Type R39
13026;ALT!!!Halogen-Matalldampdlp. FC2 HQI-TS
13027;ALT!!!Refl.Spotone 30° 230v-40W E14
13028;ALT!!!HV-Halopar 16-LP,230V-50W/GU10
13029;ALT!!!Möbeleinbauspot max. 20W  12V SLW
13030;ALT!!!Energiesparlampe Master PL Phili
13031;ALT!!!Kompaktleuchstlp.24Q3/H-Weiss
13032;Tischverteiler m.Kabel 45G Blsch
13033;ALT!!!Master Super 80/weiss Phili
13034;ALT!!!Starter 4 65W Phili S10 61454/11
13035;ALT!!!Kompaktleuchtstlp./Warmton
13036;Ronde Ag999 D50,20 50g ROH
13039;Stahl  S690  D71,0  MICROCLEAN
13040;Luxemburg/GM und Reduktionen
13042;Ronde CuNi25  D21,58 rolliert Latvia
13043;ALT!!!Haloluxrohre 230V 40W Klar Osram
13044;Ronde Ag900  D36,63  25g  SLG
13046;Ronde AG900 D36,99 25g ROH
13047;ÖGB-Medaillen Ag925 D30 10g
13048;Ronde Ag500 D29,85 10g GST GEW PF
13049;Ronde 5EUR HGH 9-eck Ag800 GST ROH Schul
13050;Ronde Au999,9 D14,0 3,0g ROH
13051;Ronde Au999,9 D13,88  3,0g  KP
13052;Werkzeug ÖGB
13055;Ronde Au750/Ag250 D17,88 4,8g KP
13056;Ronde Au999 D37,62 27,0g KP 8Escudos
13057;Werkzeug EUROP ASSISTANCE
13058;Ronde Au999,4 D29,62 13,5g KP 4Escudos
13059;Ronde Au999 D22,62 6,75g KP 2Escudos
13062;Ronde Ag925 D49,60 59g GST KP PF
13065;Ronde Ag925 D50,00 59g ROH
13067;Grafit Kokillen 1-Band 110x15
13068;ALT!!!Draht Yf 6mm2 schwarz  Meinhart
13070;ALT!!!Draht Yf 6mm2 blau Meinhart
13074;ALT!!!Draht Yf 6mm2 ge/gr Meinhart
13077;ALT!!!Draht Yf 10mm2 schwarz Meinhart
13078;ALT!!!Draht Yf 10mm2 blau Meinhart
13079;ALT!!!Draht Yf 10mm2 ge/gr Meinhart
13080;ALT!!!Draht Yf 4mm2 schwarz Meinhart
13081;ALT!!!Draht Yf 4m M2 ge/gr Meinhart
13082;ALT!!!Draht Yf 4ni M2 blau Meinhart
13087;ALT!!!PVC Verdr.leit.1,5mm² Schwarz
13088;ALT!!!PVC Verdr.leitung 1,5mm² Braun
13089;ALT!!!PVC Verdr.leitung 1,5mm² Blau
13090;ALT!!!HV-HALOPAR 16-LP.230V-35W/GU10
13091;ALT!!!Relais SCHRACK
13093;ALT!!!PVC Verdr.leitung 1,5mm² Erde
13095;ALT!!!PVC Verdrahtungsleit.1,5mm² Rot
13096;ALT!!PVC Verdrahtungsleit.1,5mm² Violett
13097;ALT!!PVC Verdrahtungsleit.2,5mm² Schwarz
13098;ALT!!!PVC Verdrahtungsleit.2,5mm² Blau
13099;ALT!!!PVC Verdrahtungsleit.2,5mm² Erde
13100;ALT!!!Hilfsschütz 230V 50Hz 4S
13101;ALT!!!Hilfsschütz 24V DC  MÖLLER
13102;ALT!!!Hilfsschütz 2S 2Ö MÖLLER
13103;ALT!!!Relais SCHRACK
13104;ALT!!!Sockel SCHRACK
13105;ALT!!!Dämmerungsschalter AP 2300VA
13106;ALT!!!Memory Card SIEMENS
13107;ALT!!!301657 GIFAS
13108;ALT!!!303257 GIFAS
13109;ALT!!!641611.947.0,03 GIFAS
13110;ALT!!!Leuchte Zumtobel ZE 1/18W
13111;ALT!!!Schukosteckdose FR 3-Fach Waagre
13112;ALT!!!9GT55CE230M.KORONA GIFAS
13113;ALT!!!9GT.WANDHALT.2.NIR.61 GIFAS
13114;ALT!!!61-11017 GIFAS
13115;Kartonzuschnitte 283x217, Qual.T24BB
13117;Seidenpapier 250x270mm SPG130/C/A H´frei
13118;ALT!!!61-13017 GIFAS
13119;ALT!!!61-10017 GIFAS
13120;ALT!!!61-17017 GIFAS
13121;ALT!!!Schütz 9A 230V/50Hz 1S+1Ö TELEM.
13122;ALT!!!Schukosteckdose AP Grau,schliessb.
13123;ALT!!!USB Hub Distrelec
13124;ALT!!!Multimeter Distrelec
13125;ALT!!!R7S-15 Halogenstab 150W 230V
13126;ALT!!!Reflektor 230V-80W E27 12°
13127;ALT!!!Schütz SIEMENS
13128;ALT!!!Schütz 3KW 230V AC SIEMENS
13129;ALT!!!Schütz SIEMENS
13130;ALT!!!Schütz SIEMENS
13131;ALT!!!Hilfsschütz 230V AC 2S+2Ö SIEMENS
13132;ALT!!!Hilfsschütz 24VDC 2S+2Ö SIEMENS
13133;ALT!!!Hilfsschalter SIEMENS
13134;ALT!!!Hilfsschalter SIEMENS
13135;ALT!!!Ausschalter K&N
13136;ALT!!!Ausschalter K&N
13137;ALT!!!Zeitrelais 12-240VAC/DC TELEHAASE
13138;ALT!!!USB Kabel Distrelec
13139;ALT!!!USB Kabel Distrelec
13140;ALT!!!Messleitung Distrelec
13141;ALT!!!Digitale Schaltuhr 2 Kanal SIBLIK
13142;ALT!!!Zumtobel Dekoscheibe ZUMTOBEL
13143;ALT!!!Leuchte Panos HF 2/13W ZUMTOBEL
13144;ALT!!!Schuckosteckdose SIBLIK
13145;ALT!!!Rahmen 1-Fach SIBLIK
13146;ALT!!!Wippe für Wechselschalter SIBLIK
13147;ALT!!!Wippe für Wechselschalter SIBLIK
13148;ALT!!!Wechselschalter Einsatz SIBLIK
13149;ALT!!!Taster Einsatz SIBLIK
13150;ALT!!!KV.M12.MET.2,5-6,5.SCHWARZ GIFAS
